chembl_id	accession	pref_name	organism
CHEMBL5477	O00254	Proteinase-activated receptor 3	Homo sapiens
CHEMBL1615381	O00255	Menin	Homo sapiens
CHEMBL2093861	O00255	Menin/Histone-lysine N-methyltransferase MLL	Homo sapiens
CHEMBL3232685	O00257	E3 SUMO-protein ligase CBX4	Homo sapiens
CHEMBL2062352	O00303	Eukaryotic translation initiation factor 3 subunit F	Homo sapiens
CHEMBL2363032	O00305	Voltage-gated calcium channel	Homo sapiens
CHEMBL5443	O00311	Cell division cycle 7-related protein kinase	Homo sapiens
CHEMBL2111377	O00311	CDC7/DBF4 (Cell division cycle 7-related protein kinase/Activator of S phase kinase)	Homo sapiens
CHEMBL3130	O00329	PI3-kinase p110-delta subunit	Homo sapiens
CHEMBL2111432	O00329	PI3-kinase p110-delta/p85-alpha	Homo sapiens
CHEMBL3559703	O00329	PI3-kinase class I	Homo sapiens
CHEMBL5551	O00337	Sodium/nucleoside cotransporter 1	Homo sapiens
CHEMBL1743295	O00338	Sulfotransferase 1C2	Homo sapiens
CHEMBL3562166	O00398	Putative P2Y purinoceptor 10	Homo sapiens
CHEMBL3638338	O00400	Acetyl-coenzyme A transporter 1	Homo sapiens
CHEMBL2652	O00408	Phosphodiesterase 2A	Homo sapiens
CHEMBL2111470	O00408	Phosphodiesterase 2 and 5 (PDE2 and PDE5)	Homo sapiens
CHEMBL2363066	O00408	3',5'-cyclic phosphodiesterase	Homo sapiens
CHEMBL3120041	O00411	DNA-directed RNA polymerase, mitochondrial	Homo sapiens
CHEMBL5026	O00418	Serine/threonine-protein kinase EEF2K	Homo sapiens
CHEMBL2321627	O00421	C-C chemokine receptor-like 2	Homo sapiens
CHEMBL1075102	O00443	Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit alpha	Homo sapiens
CHEMBL3788	O00444	Serine/threonine-protein kinase PLK4	Homo sapiens
CHEMBL3559703	O00459	PI3-kinase class I	Homo sapiens
CHEMBL3903	O00462	Beta-mannosidase	Homo sapiens
CHEMBL3544	O00482	Orphan nuclear receptor LRH-1	Homo sapiens
CHEMBL2317	O00483	NADH-ubiquinone oxidoreductase MLRQ subunit	Homo sapiens
CHEMBL2363065	O00483	Mitochondrial complex I (NADH dehydrogenase)	Homo sapiens
CHEMBL2007629	O00487	26S proteasome non-ATPase regulatory subunit 14	Homo sapiens
CHEMBL5552	O00506	Serine/threonine-protein kinase 25	Homo sapiens
CHEMBL2243	O00519	Anandamide amidohydrolase	Homo sapiens
CHEMBL4266	O00555	Voltage-gated P/Q-type calcium channel alpha-1A subunit	Homo sapiens
CHEMBL2363032	O00555	Voltage-gated calcium channel	Homo sapiens
CHEMBL1764937	O00562	Membrane-associated phosphatidylinositol transfer protein 1	Homo sapiens
CHEMBL5553	O00571	ATP-dependent RNA helicase DDX3X	Homo sapiens
CHEMBL5994	O00574	C-X-C chemokine receptor type 6	Homo sapiens
CHEMBL2093872	O00591	GABA-A receptor; anion channel	Homo sapiens
CHEMBL2010627	O00625	Pirin	Homo sapiens
CHEMBL3180	O00748	Carboxylesterase 2	Homo sapiens
CHEMBL5554	O00750	Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide	Homo sapiens
CHEMBL4059	O00754	Lysosomal alpha-mannosidase	Homo sapiens
CHEMBL4829	O00763	Acetyl-CoA carboxylase 2	Homo sapiens
CHEMBL1075181	O00764	Pyridoxal kinase	Homo sapiens
CHEMBL5555	O00767	Acyl-CoA desaturase	Homo sapiens
CHEMBL3351211	O01739	D-aspartate oxidase 3	Caenorhabditis elegans
CHEMBL2285350	O01945	Collagen	Meloidogyne javanica
CHEMBL4400	O02662	Beta-3 adrenergic receptor	Canis lupus familiaris
CHEMBL4725	O02747	Aryl hydrocarbon receptor	Oryctolagus cuniculus
CHEMBL1293198	O02768	Prostaglandin G/H synthase 2	Oryctolagus cuniculus
CHEMBL4279	O02776	Poly [ADP-ribose] glycohydrolase	Bos taurus
CHEMBL3185	O02811	PI4-kinase alpha subunit	Bos taurus
CHEMBL3637	O02824	Alpha-1a adrenergic receptor	Oryctolagus cuniculus
CHEMBL4651	O02853	Prostaglandin D2 synthase	Bos taurus
CHEMBL1687678	O04373	IAA-amino acid hydrolase ILR1-like 4	Arabidopsis thaliana
CHEMBL5560	O04417	CaM kinase I alpha	Zea mays
CHEMBL4348	O04931	Alpha-glucosidase	Beta vulgaris
CHEMBL2176861	O07427	POSSIBLE LYSOPHOSPHOLIPASE	Mycobacterium tuberculosis H37Rv
CHEMBL4726	O07911	Receptor-histidine kinase AgrC	Staphylococcus aureus
CHEMBL1667692	O08498	Carbapenem-hydrolyzing beta-lactamase BlaB-1	Flavobacterium meningosepticum
CHEMBL1914262	O08530	Sphingosine 1-phosphate receptor 1	Mus musculus
CHEMBL4676	O08532	Voltage-gated calcium channel alpha2/delta subunit 1	Mus musculus
CHEMBL2995	O08537	Estrogen receptor beta	Mus musculus
CHEMBL2094113	O08537	Estrogen receptor	Mus musculus
CHEMBL1075160	O08553	Dihydropyrimidinase-related protein 2	Mus musculus
CHEMBL1795146	O08556	C-C chemokine receptor type 5	Rattus norvegicus
CHEMBL4196	O08557	Dimethylarginine dimethylaminohydrolase 1	Rattus norvegicus
CHEMBL3312	O08562	Sodium channel protein type IX alpha subunit	Rattus norvegicus
CHEMBL5556	O08565	C-X-C chemokine receptor type 4	Rattus norvegicus
CHEMBL1914280	O08580	Steroid hormone receptor ERR1	Mus musculus
CHEMBL4592	O08590	Amine oxidase, copper containing	Rattus norvegicus
CHEMBL1075272	O08663	Methionine aminopeptidase 2	Mus musculus
CHEMBL3588736	O08689	Growth/differentiation factor 8	Mus musculus
CHEMBL5557	O08703	Potassium voltage-gated channel subfamily H member 2	Cavia porcellus
CHEMBL2073713	O08705	Sodium/bile acid cotransporter	Mus musculus
CHEMBL3278	O08725	Ghrelin receptor	Rattus norvegicus
CHEMBL5577	O08726	Galanin receptor 2	Rattus norvegicus
CHEMBL2176826	O08749	Dihydrolipoyl dehydrogenase, mitochondrial	Mus musculus
CHEMBL2176818	O08755	Hepatocyte nuclear factor 6	Mus musculus
CHEMBL2798	O08786	Cholecystokinin A receptor	Mus musculus
CHEMBL2111334	O08786	Cholecystokinin receptor	Mus musculus
CHEMBL2176787	O08788	Dynactin subunit 1	Mus musculus
CHEMBL3407315	O08790	Formyl peptide receptor-related sequence 1	Mus musculus
CHEMBL2733	O08858	Somatostatin receptor 5	Mus musculus
CHEMBL2111427	O08858	Somatostatin receptor	Mus musculus
CHEMBL3309103	O08878	G-protein coupled estrogen receptor 1	Rattus norvegicus
CHEMBL4212	O08889	Heparan sulfate 2-O-sulfotransferase 1	Cricetulus longicaudatus
CHEMBL2111473	O08911	MAP kinase p38	Mus musculus
CHEMBL3455	O08914	Anandamide amidohydrolase	Mus musculus
CHEMBL2073664	O08966	Solute carrier family 22 member 1	Mus musculus
CHEMBL1907607	O09028	GABA-A receptor; anion channel	Rattus norvegicus
CHEMBL2096683	O09028	Benzodiazepine receptors; peripheral & central	Rattus norvegicus
CHEMBL4001	O09106	Histone deacetylase 1	Mus musculus
CHEMBL4334	O09114	Prostaglandin-H2 D-isomerase	Mus musculus
CHEMBL3637781	O09158	Cytochrome P450 3A	Mus musculus
CHEMBL2452	O09175	Aminopeptidase B	Rattus norvegicus
CHEMBL2364696	O09800	Envelope glycoprotein	Human herpesvirus 1
CHEMBL1641343	O13332	Inositol phosphorylceramide synthase	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)
CHEMBL2037	O13383	Beta-1,3-glucan synthase	Candida albicans
CHEMBL1909	O13423	Glucan synthase	Candida albicans
CHEMBL4844	O13428	Beta-1,3-glucan synthase	Candida albicans
CHEMBL2364673	O13428	1,3-beta-glucan synthase	Candida
CHEMBL5578	O14519	Cyclin-dependent kinase 2-associated protein 1	Homo sapiens
CHEMBL2363065	O14561	Mitochondrial complex I (NADH dehydrogenase)	Homo sapiens
CHEMBL5579	O14578	Citron Rho-interacting kinase	Homo sapiens
CHEMBL5580	O14638	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3	Homo sapiens
CHEMBL6027	O14640	Segment polarity protein dishevelled homolog DVL-1	Homo sapiens
CHEMBL1255125	O14641	Segment polarity protein dishevelled homolog DVL-2	Homo sapiens
CHEMBL2321613	O14649	Potassium channel subfamily K member 3	Homo sapiens
CHEMBL5028	O14672	ADAM10	Homo sapiens
CHEMBL5658	O14684	Prostaglandin E synthase	Homo sapiens
CHEMBL2189114	O14686	Histone-lysine N-methyltransferase MLL2	Homo sapiens
CHEMBL1795093	O14727	Apoptotic protease-activating factor 1	Homo sapiens
CHEMBL5659	O14730	Serine/threonine-protein kinase RIO3	Homo sapiens
CHEMBL3530	O14733	Dual specificity mitogen-activated protein kinase kinase 7	Homo sapiens
CHEMBL1795116	O14744	Protein arginine N-methyltransferase 5	Homo sapiens
CHEMBL3137261	O14744	PRMT5/MEP50 complex	Homo sapiens
CHEMBL2916	O14746	Telomerase reverse transcriptase	Homo sapiens
CHEMBL4630	O14757	Serine/threonine-protein kinase Chk1	Homo sapiens
CHEMBL1075153	O14763	Tumor necrosis factor receptor superfamily member 10B	Homo sapiens
CHEMBL3591	O14764	GABA receptor delta subunit	Homo sapiens
CHEMBL2093872	O14764	GABA-A receptor; anion channel	Homo sapiens
CHEMBL5660	O14777	Kinetochore protein NDC80 homolog	Homo sapiens
CHEMBL1075196	O14782	Kinesin-like protein KIF3C	Homo sapiens
CHEMBL5174	O14786	Neuropilin-1	Homo sapiens
CHEMBL2364162	O14788	Tumor necrosis factor ligand superfamily member 11	Homo sapiens
CHEMBL3407325	O14793	Growth/differentiation factor 8	Homo sapiens
CHEMBL2364701	O14818	26S proteosome	Homo sapiens
CHEMBL4422	O14842	Free fatty acid receptor 1	Homo sapiens
CHEMBL5201	O14843	Free fatty acid receptor 3	Homo sapiens
CHEMBL1743186	O14880	Microsomal glutathione S-transferase 3	Homo sapiens
CHEMBL1991	O14920	Inhibitor of nuclear factor kappa B kinase beta subunit	Homo sapiens
CHEMBL2111328	O14920	Inhibitor of NF-kappa-B kinase (IKK)	Homo sapiens
CHEMBL1293276	O14924	Regulator of G-protein signaling 12	Homo sapiens
CHEMBL1908381	O14936	Peripheral plasma membrane protein CASK	Homo sapiens
CHEMBL2734	O14939	Phospholipase D2	Homo sapiens
CHEMBL4722	O14965	Serine/threonine-protein kinase Aurora-A	Homo sapiens
CHEMBL3430911	O14965	Serine/threonine-protein kinase Aurora	Homo sapiens
CHEMBL4326	O14975	Fatty acid transport protein 2	Homo sapiens
CHEMBL4355	O14976	Serine/threonine-protein kinase GAK	Homo sapiens
CHEMBL5661	O14980	Exportin-1	Homo sapiens
CHEMBL3136	O14983	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	Homo sapiens
CHEMBL2417351	O15021	Microtubule-associated serine/threonine-protein kinase 4	Homo sapiens
CHEMBL1938211	O15054	Lysine-specific demethylase 6B	Homo sapiens
CHEMBL6109	O15066	Kinesin-like protein KIF3B	Homo sapiens
CHEMBL5683	O15075	Serine/threonine-protein kinase DCLK1	Homo sapiens
CHEMBL3476	O15111	Inhibitor of nuclear factor kappa B kinase alpha subunit	Homo sapiens
CHEMBL2111328	O15111	Inhibitor of NF-kappa-B kinase (IKK)	Homo sapiens
CHEMBL1293277	O15118	Niemann-Pick C1 protein	Homo sapiens
CHEMBL4772	O15120	1-acylglycerol-3-phosphate O-acyltransferase beta	Homo sapiens
CHEMBL2021749	O15121	Sphingolipid delta(4)-desaturase DES1	Homo sapiens
CHEMBL5684	O15146	Muscle, skeletal receptor tyrosine protein kinase	Homo sapiens
CHEMBL1255126	O15151	Protein Mdm4	Homo sapiens
CHEMBL2221344	O15151	Tumour suppressor protein p53/Mdm4	Homo sapiens
CHEMBL3108638	O15164	Transcription intermediary factor 1-alpha	Homo sapiens
CHEMBL1255127	O15169	Axin-1	Homo sapiens
CHEMBL3038464	O15169	Axin1/beta-catenin	Homo sapiens
CHEMBL5836	O15197	Ephrin type-B receptor 6	Homo sapiens
CHEMBL2363043	O15197	Ephrin receptor	Homo sapiens
CHEMBL4933	O15217	Glutathione S-transferase A4	Homo sapiens
CHEMBL4356	O15218	Adrenomedullin receptor	Homo sapiens
CHEMBL3163	O15226	NF-kappa-B-repressing factor	Homo sapiens
CHEMBL4494	O15228	Acyl-CoA:dihydroxyacetonephosphateacyltransferase	Homo sapiens
CHEMBL2145	O15229	Kynurenine 3-monooxygenase	Homo sapiens
CHEMBL2364187	O15230	Laminin	Homo sapiens
CHEMBL2363065	O15239	Mitochondrial complex I (NADH dehydrogenase)	Homo sapiens
CHEMBL1743122	O15244	Solute carrier family 22 member 2	Homo sapiens
CHEMBL5685	O15245	Solute carrier family 22 member 1	Homo sapiens
CHEMBL2939	O15264	MAP kinase p38 delta	Homo sapiens
CHEMBL2094115	O15264	MAP kinase p38	Homo sapiens
CHEMBL3038503	O15264	p38 delta/gamma	Homo sapiens
CHEMBL1250343	O15269	Serine palmitoyltransferase 1	Homo sapiens
CHEMBL1250344	O15270	Serine palmitoyltransferase 2	Homo sapiens
CHEMBL5955	O15294	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	Homo sapiens
CHEMBL2457	O15296	Arachidonate 15-lipoxygenase, type II	Homo sapiens
CHEMBL1938224	O15297	Protein phosphatase 1D	Homo sapiens
CHEMBL4573	O15303	Metabotropic glutamate receptor 6	Homo sapiens
CHEMBL1741162	O15305	Phosphomannomutase 2	Homo sapiens
CHEMBL3351199	O15355	Protein phosphatase 1G	Homo sapiens
CHEMBL2331064	O15357	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	Homo sapiens
CHEMBL1829	O15379	Histone deacetylase 3	Homo sapiens
CHEMBL2093865	O15379	Histone deacetylase	Homo sapiens
CHEMBL2111363	O15379	Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2)	Homo sapiens
CHEMBL3038483	O15379	Histone deacetylase 1/3/5/8	Homo sapiens
CHEMBL3038484	O15379	Histone deacetylase 3/NCoR1	Homo sapiens
CHEMBL3616354	O15382	Branched-chain-amino-acid aminotransferase, mitochondrial	Homo sapiens
CHEMBL5989	O15392	Baculoviral IAP repeat-containing protein 5	Homo sapiens
CHEMBL1795140	O15393	Transmembrane protease serine 2	Homo sapiens
CHEMBL2591	O15399	Glutamate [NMDA] receptor subunit epsilon 4	Homo sapiens
CHEMBL2094124	O15399	Glutamate [NMDA] receptor	Homo sapiens
CHEMBL3038505	O15399	Ionotropic glutamate receptor NMDA 1/2D	Homo sapiens
CHEMBL2073663	O15427	Monocarboxylate transporter 4	Homo sapiens
CHEMBL5918	O15438	Canalicular multispecific organic anion transporter 2	Homo sapiens
CHEMBL1743128	O15439	Multidrug resistance-associated protein 4	Homo sapiens
CHEMBL2046258	O15440	Multidrug resistance-associated protein 5	Homo sapiens
CHEMBL1075113	O15455	Toll-like receptor 3	Homo sapiens
CHEMBL5640	O15460	Prolyl 4-hydroxylase subunit alpha-2	Homo sapiens
CHEMBL4342	O15496	Group X secretory phospholipase A2	Homo sapiens
CHEMBL1955713	O15519	CASP8 and FADD-like apoptosis regulator	Homo sapiens
CHEMBL3396944	O15527	N-glycosylase/DNA lyase	Homo sapiens
CHEMBL5993	O15528	25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial	Homo sapiens
CHEMBL2534	O15530	3-phosphoinositide dependent protein kinase-1	Homo sapiens
CHEMBL2670	O15547	P2X purinoceptor 6	Homo sapiens
CHEMBL2069164	O15550	Lysine-specific demethylase 6A	Homo sapiens
CHEMBL5493	O15552	Free fatty acid receptor 2	Homo sapiens
CHEMBL4305	O15554	Intermediate conductance calcium-activated potassium channel protein 4	Homo sapiens
CHEMBL5686	O15648	6-phospho-1-fructokinase	Trypanosoma brucei
CHEMBL5061	O15770	Glutathione reductase	Plasmodium falciparum 3D7
CHEMBL4418	O15826	dUTP pyrophosphatase	Leishmania major
CHEMBL2366453	O18323	Voltage-dependent calcium channel alpha-1 subunit	Blattella germanica
CHEMBL2366582	O18473	Ecdysone receptor	Heliothis virescens
CHEMBL1250403	O18531	Ecdysone receptor	Lucilia cuprina
CHEMBL2366585	O18531	Ecdysone receptor	Lucilia cuprina
CHEMBL2766	O18956	Ectonucleoside triphosphate diphosphohydrolase 1	Bos taurus
CHEMBL2331052	O19015	Beta-galactosidase	Felis catus
CHEMBL5062	O19045	Coagulation factor X	Oryctolagus cuniculus
CHEMBL3451	O19067	Glutamate (NMDA) receptor subunit zeta 1	Sus scrofa
CHEMBL1781858	O19175	Casein kinase I isoform alpha	Sus scrofa
CHEMBL2366455	O24163	Protoporphyrinogen oxidase, chloroplastic	Nicotiana tabacum
CHEMBL1926489	O24164	Protoporphyrinogen oxidase, mitochondrial	Nicotiana tabacum
CHEMBL4211	O24855	Carbonic anhydrase 1	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori)
CHEMBL5687	O25801	Aspartate-semialdehyde dehydrogenase	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori)
CHEMBL5688	O26232	Orotidine 5'-phosphate decarboxylase	Methanobacterium thermoautotrophicum
CHEMBL3939	O30412	Thioesterase GrsT homolog tycF	Brevibacillus brevis
CHEMBL5457	O30463	Dihydrofolate reductase	Mycobacterium avium
CHEMBL4623	O31211	UDP-N-acetylmuramate--L-alanine ligase	Staphylococcus aureus
CHEMBL3562177	O31272	Beta-lactamase	Aeromonas veronii
CHEMBL5755	O32393	Adenylate cyclase	Arthrospira platensis
CHEMBL1075256	O32449	Proline iminopeptidase	Serratia marcescens
CHEMBL3112388	O33853	Endoglycoceramidase II	Rhodococcus sp
CHEMBL4974	O34483	HPr kinase	Bacillus subtilis (strain 168)
CHEMBL5283	O34623	DNA polymerase III subunit alpha	Bacillus subtilis (strain 168)
CHEMBL5171	O34667	S-ribosylhomocysteine lyase	Bacillus subtilis (strain 168)
CHEMBL3971	O35077	Glycerol-3-phosphate dehydrogenase	Rattus norvegicus
CHEMBL5756	O35078	D-amino-acid oxidase	Rattus norvegicus
CHEMBL2844	O35083	1-acylglycerol-3-phosphate O-acyltransferase alpha	Mus musculus
CHEMBL3329080	O35084	25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial	Mus musculus
CHEMBL2132	O35164	Mast cell protease 9	Mus musculus
CHEMBL3034	O35186	Cathepsin K	Rattus norvegicus
CHEMBL3596084	O35235	Tumor necrosis factor ligand superfamily member 11	Mus musculus
CHEMBL5757	O35240	Amiloride-sensitive cation channel 3	Rattus norvegicus
CHEMBL5773	O35346	Focal adhesion kinase 1	Rattus norvegicus
CHEMBL2532	O35379	Multidrug resistance-associated protein 1	Mus musculus
CHEMBL5102	O35433	Vanilloid receptor	Rattus norvegicus
CHEMBL2096684	O35433	Vanilloid receptor	Rattus norvegicus
CHEMBL2991	O35435	Dihydroorotate dehydrogenase	Mus musculus
CHEMBL3259496	O35448	Lysosomal thioesterase PPT2	Mus musculus
CHEMBL2176794	O35454	Chloride transport protein 6	Mus musculus
CHEMBL1075281	O35491	Dual specificity protein kinase CLK2	Mus musculus
CHEMBL1075282	O35492	Dual specificity protein kinase CLK3	Mus musculus
CHEMBL1075283	O35493	Dual specificity protein kinase CLK4	Mus musculus
CHEMBL2366456	O35505	Voltage-dependent L-type calcium channel subunit alpha-1C	Cavia porcellus
CHEMBL2321610	O35604	Niemann-Pick C1 protein	Mus musculus
CHEMBL3069	O35627	Constitutive androstane receptor	Mus musculus
CHEMBL1075290	O35659	Glucagon-like peptide 1 receptor	Mus musculus
CHEMBL5774	O35678	Monoglyceride lipase	Mus musculus
CHEMBL1795141	O35744	Chitinase-3-like protein 3	Mus musculus
CHEMBL3300	O35795	Ectonucleoside triphosphate diphosphohydrolase 2	Rattus norvegicus
CHEMBL2124	O35811	Pyrimidinergic receptor P2Y4	Rattus norvegicus
CHEMBL3329079	O35820	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	Rattus norvegicus
CHEMBL3319	O35854	Branched-chain-amino-acid transferase	Rattus norvegicus
CHEMBL2604	O35880	Isoleucyl-tRNA synthetase	Rattus norvegicus
CHEMBL2216745	O35904	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	Mus musculus
CHEMBL1781860	O35913	Solute carrier organic anion transporter family member 1A4	Rattus norvegicus
CHEMBL5775	O35949	Elongation of very long chain fatty acids protein 3	Mus musculus
CHEMBL2262	O35952	Glyoxalase II	Rattus norvegicus
CHEMBL1777665	O35956	Solute carrier family 22 member 6	Rattus norvegicus
CHEMBL2062355	O35988	Syndecan-4	Mus musculus
CHEMBL2362987	O40239	Transmembrane glycoprotein gp41	Human immunodeficiency virus
CHEMBL1741163	O40947	ORF 73	Human herpesvirus 8
CHEMBL1075203	O41156	Probable thymidylate synthase	Paramecium bursaria Chlorella virus 1
CHEMBL4078	O42275	Acetylcholinesterase	Electrophorus electricus
CHEMBL2353	O42392	Vitamin D receptor	Gallus gallus
CHEMBL3318	O42713	Tyrosinase	Agaricus bisporus
CHEMBL613815	O42772	Mitochondrial complex II; succinate dehydrogenase	Septoria tritici
CHEMBL6050	O42778	Candidapepsin-8	Candida albicans
CHEMBL6139	O42779	Candidapepsin-9	Candida albicans
CHEMBL1163119	O43172	U4/U6 small nuclear ribonucleoprotein Prp4	Homo sapiens
CHEMBL5141	O43174	Cytochrome P450 26A1	Homo sapiens
CHEMBL2311243	O43175	D-3-phosphoglycerate dehydrogenase	Homo sapiens
CHEMBL2363065	O43181	Mitochondrial complex I (NADH dehydrogenase)	Homo sapiens
CHEMBL5030	O43184	ADAM12	Homo sapiens
CHEMBL2203	O43193	Motilin receptor	Homo sapiens
CHEMBL3091266	O43194	G-protein coupled receptor 39	Homo sapiens
CHEMBL3087	O43280	Trehalase	Homo sapiens
CHEMBL1163124	O43283	Mitogen-activated protein kinase kinase kinase 13	Homo sapiens
CHEMBL2468	O43293	Death-associated protein kinase 3	Homo sapiens
CHEMBL2097167	O43306	Adenylate cyclase	Homo sapiens
CHEMBL5776	O43318	Mitogen-activated protein kinase kinase kinase 7	Homo sapiens
CHEMBL3038499	O43318	TAK1/TAB1	Homo sapiens
CHEMBL5014	O43353	Serine/threonine-protein kinase RIPK2	Homo sapiens
CHEMBL2074	O43451	Maltase-glucoamylase	Homo sapiens
CHEMBL1795118	O43463	Histone-lysine N-methyltransferase SUV39H1	Homo sapiens
CHEMBL4641	O43497	Voltage-gated T-type calcium channel alpha-1G subunit	Homo sapiens
CHEMBL2362995	O43497	Voltage-gated T-type calcium channel	Homo sapiens
CHEMBL2363032	O43497	Voltage-gated calcium channel	Homo sapiens
CHEMBL5777	O43521	Bcl-2-like protein 11	Homo sapiens
CHEMBL5778	O43524	Forkhead box protein O3	Homo sapiens
CHEMBL2684	O43525	Voltage-gated potassium channel subunit Kv7.3	Homo sapiens
CHEMBL2221348	O43525	Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3)	Homo sapiens
CHEMBL2362996	O43525	Voltage-gated potassium channel	Homo sapiens
CHEMBL2363063	O43525	KCNQ (Kv7) potassium channel	Homo sapiens
CHEMBL3707192	O43525	Voltage-gated potassium channel KCNQ3/KCNQ4	Homo sapiens
CHEMBL2476	O43526	Voltage-gated potassium channel subunit Kv7.2	Homo sapiens
CHEMBL2221348	O43526	Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3)	Homo sapiens
CHEMBL2362996	O43526	Voltage-gated potassium channel	Homo sapiens
CHEMBL2363063	O43526	KCNQ (Kv7) potassium channel	Homo sapiens
CHEMBL5779	O43561	Linker for activation of T-cells family member 1	Homo sapiens
CHEMBL3242	O43570	Carbonic anhydrase XII	Homo sapiens
CHEMBL2095180	O43570	Carbonic anhydrase	Homo sapiens
CHEMBL3351218	O43598	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	Homo sapiens
CHEMBL3176	O43603	Galanin receptor 2	Homo sapiens
CHEMBL5113	O43613	Orexin receptor 1	Homo sapiens
CHEMBL3301387	O43613	Cannabinoid CB1 receptor/orexin receptor 1 complex	Homo sapiens
CHEMBL3307226	O43613	Orexin receptor	Homo sapiens
CHEMBL4792	O43614	Orexin receptor 2	Homo sapiens
CHEMBL3307226	O43614	Orexin receptor	Homo sapiens
CHEMBL2363065	O43674	Mitochondrial complex I (NADH dehydrogenase)	Homo sapiens
CHEMBL2363065	O43676	Mitochondrial complex I (NADH dehydrogenase)	Homo sapiens
CHEMBL2363065	O43677	Mitochondrial complex I (NADH dehydrogenase)	Homo sapiens
CHEMBL2363065	O43678	Mitochondrial complex I (NADH dehydrogenase)	Homo sapiens
CHEMBL1772932	O43683	Mitotic checkpoint serine/threonine-protein kinase BUB1	Homo sapiens
